# Derived by scripture-chronology build; do not hand-edit.
# One row a maximal run of consecutive verses the corpus answers alike,
# in canonical vulgate numbering. guidance/scripture-chronology.md §13.
locus	verses	status	relations	subjects
Is.14.1-32	32	inherited	composition	composition.book-of-isaias
Is.15.1-9	9	inherited	composition	composition.book-of-isaias
Is.16.1-14	14	inherited	composition	composition.book-of-isaias
Is.17.1-14	14	inherited	composition	composition.book-of-isaias
Is.18.1-7	7	inherited	composition	composition.book-of-isaias
Is.19.1-25	25	inherited	composition	composition.book-of-isaias
Is.20.1-6	6	inherited	composition	composition.book-of-isaias
Is.21.1-17	17	inherited	composition	composition.book-of-isaias
Is.22.1-25	25	inherited	composition	composition.book-of-isaias
Is.23.1-18	18	inherited	composition	composition.book-of-isaias
Is.24.1-23	23	inherited	composition	composition.book-of-isaias
Is.25.1-12	12	inherited	composition	composition.book-of-isaias
Is.26.1-21	21	inherited	composition	composition.book-of-isaias
Is.27.1-13	13	inherited	composition	composition.book-of-isaias
Is.28.1-29	29	inherited	composition	composition.book-of-isaias
Is.29.1-24	24	inherited	composition	composition.book-of-isaias
Is.30.1-33	33	inherited	composition	composition.book-of-isaias
Is.31.1-9	9	inherited	composition	composition.book-of-isaias
Is.32.1-20	20	inherited	composition	composition.book-of-isaias
Is.33.1-24	24	inherited	composition	composition.book-of-isaias
Is.34.1-17	17	inherited	composition	composition.book-of-isaias
Is.35.1-10	10	inherited	composition	composition.book-of-isaias
Is.36.1-22	22	dated	composition,narrated-event	composition.book-of-isaias,israel.divided-kingdom.sennacherib-invasion
Is.37.1-38	38	dated	composition,narrated-event	composition.book-of-isaias,israel.divided-kingdom.sennacherib-invasion
Is.38.1-22	22	inherited	composition	composition.book-of-isaias
Is.39.1-8	8	inherited	composition	composition.book-of-isaias
Is.40.1-31	31	inherited	composition	composition.book-of-isaias
Is.41.1-29	29	inherited	composition	composition.book-of-isaias
Is.42.1-25	25	inherited	composition	composition.book-of-isaias
Is.43.1-28	28	inherited	composition	composition.book-of-isaias
Is.44.1-28	28	inherited	composition	composition.book-of-isaias
Is.45.1-25	25	inherited	composition	composition.book-of-isaias
Is.46.1-13	13	inherited	composition	composition.book-of-isaias
Is.47.1-15	15	inherited	composition	composition.book-of-isaias
Is.48.1-22	22	inherited	composition	composition.book-of-isaias
Is.49.1-26	26	inherited	composition	composition.book-of-isaias
Is.50.1-11	11	inherited	composition	composition.book-of-isaias
Is.51.1-23	23	inherited	composition	composition.book-of-isaias
Is.52.1-12	12	inherited	composition	composition.book-of-isaias
Is.52.13-15	3	dated	composition,prophetic-referent	composition.book-of-isaias,life-of-christ.crucifixion
Is.53.1-12	12	dated	composition,prophetic-referent	composition.book-of-isaias,life-of-christ.crucifixion
Is.54.1-17	17	inherited	composition	composition.book-of-isaias
Is.55.1-13	13	inherited	composition	composition.book-of-isaias
Is.56.1-12	12	inherited	composition	composition.book-of-isaias
Is.57.1-21	21	inherited	composition	composition.book-of-isaias
Is.58.1-14	14	inherited	composition	composition.book-of-isaias
Is.59.1-21	21	inherited	composition	composition.book-of-isaias
Is.60.1-22	22	inherited	composition	composition.book-of-isaias
Is.61.1-11	11	inherited	composition	composition.book-of-isaias
Is.62.1-12	12	inherited	composition	composition.book-of-isaias
Is.63.1-19	19	inherited	composition	composition.book-of-isaias
Is.64.1-12	12	inherited	composition	composition.book-of-isaias
Is.65.1-25	25	inherited	composition	composition.book-of-isaias
Is.66.1-24	24	inherited	composition	composition.book-of-isaias
Jer.1.1-19	19	inherited	composition	composition.book-of-jeremias
Jer.2.1-37	37	inherited	composition	composition.book-of-jeremias
Jer.3.1-25	25	inherited	composition	composition.book-of-jeremias
Jer.4.1-31	31	inherited	composition	composition.book-of-jeremias
Jer.5.1-31	31	inherited	composition	composition.book-of-jeremias
Jer.6.1-30	30	inherited	composition	composition.book-of-jeremias
Jer.7.1-34	34	inherited	composition	composition.book-of-jeremias
Jer.8.1-22	22	inherited	composition	composition.book-of-jeremias
Jer.9.1-26	26	inherited	composition	composition.book-of-jeremias
Jer.10.1-25	25	inherited	composition	composition.book-of-jeremias
Jer.11.1-23	23	inherited	composition	composition.book-of-jeremias
Jer.12.1-17	17	inherited	composition	composition.book-of-jeremias
Jer.13.1-27	27	inherited	composition	composition.book-of-jeremias
Jer.14.1-22	22	inherited	composition	composition.book-of-jeremias
Jer.15.1-21	21	inherited	composition	composition.book-of-jeremias
Jer.16.1-21	21	inherited	composition	composition.book-of-jeremias
Jer.17.1-27	27	inherited	composition	composition.book-of-jeremias
Jer.18.1-23	23	inherited	composition	composition.book-of-jeremias
Jer.19.1-15	15	inherited	composition	composition.book-of-jeremias
Jer.20.1-18	18	inherited	composition	composition.book-of-jeremias
Jer.21.1-14	14	inherited	composition	composition.book-of-jeremias
Jer.22.1-30	30	inherited	composition	composition.book-of-jeremias
Jer.23.1-40	40	inherited	composition	composition.book-of-jeremias
Jer.24.1-10	10	inherited	composition	composition.book-of-jeremias
Jer.25.1-38	38	inherited	composition	composition.book-of-jeremias
Jer.26.1-24	24	inherited	composition	composition.book-of-jeremias
Jer.27.1-22	22	inherited	composition	composition.book-of-jeremias
Jer.28.1-17	17	inherited	composition	composition.book-of-jeremias
Jer.29.1-32	32	inherited	composition	composition.book-of-jeremias
Jer.30.1-24	24	inherited	composition	composition.book-of-jeremias
Jer.31.1-40	40	inherited	composition	composition.book-of-jeremias
Jer.32.1-44	44	inherited	composition	composition.book-of-jeremias
Jer.33.1-26	26	inherited	composition	composition.book-of-jeremias
Jer.34.1-22	22	inherited	composition	composition.book-of-jeremias
Jer.35.1-19	19	inherited	composition	composition.book-of-jeremias
Jer.36.1-32	32	inherited	composition	composition.book-of-jeremias
Jer.37.1-20	20	inherited	composition	composition.book-of-jeremias
Jer.38.1-28	28	inherited	composition	composition.book-of-jeremias
Jer.39.1-2	2	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.final-siege
Jer.39.3-18	16	inherited	composition	composition.book-of-jeremias
Jer.40.1-16	16	inherited	composition	composition.book-of-jeremias
Jer.41.1-18	18	inherited	composition	composition.book-of-jeremias
Jer.42.1-22	22	inherited	composition	composition.book-of-jeremias
Jer.43.1-13	13	inherited	composition	composition.book-of-jeremias
Jer.44.1-30	30	inherited	composition	composition.book-of-jeremias
Jer.45.1-5	5	inherited	composition	composition.book-of-jeremias
Jer.46.1-28	28	inherited	composition	composition.book-of-jeremias
Jer.47.1-7	7	inherited	composition	composition.book-of-jeremias
Jer.48.1-47	47	inherited	composition	composition.book-of-jeremias
Jer.49.1-39	39	inherited	composition	composition.book-of-jeremias
Jer.50.1-46	46	inherited	composition	composition.book-of-jeremias
Jer.51.1-64	64	inherited	composition	composition.book-of-jeremias
Jer.52.1-3	3	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.sedecias-reign
Jer.52.4-6	3	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.final-siege
Jer.52.7-11	5	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.third-captivity
Jer.52.12-14	3	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.burning-of-the-temple,israel.exile.third-captivity
Jer.52.15-27	13	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.third-captivity
Jer.52.28-30	3	dated	composition,narrated-event	composition.book-of-jeremias,israel.exile.deportations-of-nabuchodonosor
Jer.52.31-34	4	inherited	composition	composition.book-of-jeremias
Lam.1.1-22	22	undated-in-tradition		
Lam.2.1-22	22	undated-in-tradition		
Lam.3.1-66	66	undated-in-tradition		
Lam.4.1-22	22	undated-in-tradition		
Lam.5.1-22	22	undated-in-tradition		
Bar.1.1-22	22	undated-in-tradition		
Bar.2.1-35	35	undated-in-tradition		
Bar.3.1-38	38	undated-in-tradition		
Bar.4.1-37	37	undated-in-tradition		
Bar.5.1-9	9	undated-in-tradition		
Bar.6.1-72	72	undated-in-tradition		
Ezech.1.1-28	28	research-pending		
Ezech.2.1-9	9	research-pending		
Ezech.3.1-27	27	research-pending		
Ezech.4.1-17	17	research-pending		
Ezech.5.1-17	17	research-pending		
Ezech.6.1-14	14	research-pending		
Ezech.7.1-27	27	research-pending		
Ezech.8.1-18	18	research-pending		
Ezech.9.1-11	11	research-pending		
Ezech.10.1-22	22	research-pending		
Ezech.11.1-25	25	research-pending		
Ezech.12.1-28	28	research-pending		
Ezech.13.1-23	23	research-pending		
Ezech.14.1-23	23	research-pending		
Ezech.15.1-8	8	research-pending		
Ezech.16.1-63	63	research-pending		
Ezech.17.1-24	24	research-pending		
Ezech.18.1-32	32	research-pending		
Ezech.19.1-14	14	research-pending		
Ezech.20.1-49	49	research-pending		
Ezech.21.1-32	32	research-pending		
Ezech.22.1-31	31	research-pending		
Ezech.23.1-49	49	research-pending		
Ezech.24.1-27	27	research-pending		
Ezech.25.1-17	17	research-pending		
Ezech.26.1-21	21	research-pending		
Ezech.27.1-36	36	research-pending		
Ezech.28.1-26	26	research-pending		
Ezech.29.1-21	21	research-pending		
Ezech.30.1-26	26	research-pending		
Ezech.31.1-18	18	research-pending		
Ezech.32.1-32	32	research-pending		
Ezech.33.1-33	33	research-pending		
Ezech.34.1-31	31	research-pending		
Ezech.35.1-15	15	research-pending		
Ezech.36.1-38	38	research-pending		
Ezech.37.1-28	28	research-pending		
Ezech.38.1-23	23	research-pending		
Ezech.39.1-29	29	research-pending		
Ezech.40.1-49	49	research-pending		
Ezech.41.1-26	26	research-pending		
Ezech.42.1-20	20	research-pending		
Ezech.43.1-27	27	research-pending		
Ezech.44.1-31	31	research-pending		
Ezech.45.1-25	25	research-pending		
Ezech.46.1-24	24	research-pending		
Ezech.47.1-23	23	research-pending		
Ezech.48.1-35	35	research-pending		
Dan.1.1-7	7	dated	composition,historical-setting,narrated-event	composition.book-of-daniel,israel.exile.first-captivity
Dan.1.8-21	14	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.2.1-49	49	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.3.1-100	100	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.4.1-34	34	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.5.1-31	31	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.6.1-28	28	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.7.1-28	28	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.8.1-27	27	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.9.1	1	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.9.2	1	dated	composition,historical-setting,retrospective-event	composition.book-of-daniel,israel.exile.first-captivity,israel.exile.seventy-years
Dan.9.3-23	21	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.9.24-27	4	dated	composition,historical-setting,prophetic-referent	apostolic-age.destruction-of-jerusalem,composition.book-of-daniel,israel.exile.first-captivity,life-of-christ.crucifixion,life-of-christ.nativity
Dan.10.1-21	21	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.11.1-45	45	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.12.1-13	13	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.13.1-65	65	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Dan.14.1-42	42	dated	composition,historical-setting	composition.book-of-daniel,israel.exile.first-captivity
Os.1.1-11	11	inherited	composition	composition.book-of-osee
Os.2.1-24	24	inherited	composition	composition.book-of-osee
Os.3.1-5	5	inherited	composition	composition.book-of-osee
Os.4.1-19	19	inherited	composition	composition.book-of-osee
Os.5.1-15	15	inherited	composition	composition.book-of-osee
Os.6.1-11	11	inherited	composition	composition.book-of-osee
Os.7.1-16	16	inherited	composition	composition.book-of-osee
Os.8.1-14	14	inherited	composition	composition.book-of-osee
Os.9.1-17	17	inherited	composition	composition.book-of-osee
Os.10.1-15	15	inherited	composition	composition.book-of-osee
Os.11.1-12	12	inherited	composition	composition.book-of-osee
Os.12.1-14	14	inherited	composition	composition.book-of-osee
Os.13.1-15	15	inherited	composition	composition.book-of-osee
Os.14.1-10	10	inherited	composition	composition.book-of-osee
Joel.1.1-20	20	inherited	composition	composition.book-of-joel
Joel.2.1-32	32	inherited	composition	composition.book-of-joel
Joel.3.1-21	21	inherited	composition	composition.book-of-joel
Amos.1.1-15	15	undated-in-tradition		
Amos.2.1-16	16	undated-in-tradition		
Amos.3.1-15	15	undated-in-tradition		
Amos.4.1-13	13	undated-in-tradition		
Amos.5.1-27	27	undated-in-tradition		
Amos.6.1-15	15	undated-in-tradition		
Amos.7.1-17	17	undated-in-tradition		
Amos.8.1-14	14	undated-in-tradition		
Amos.9.1-15	15	undated-in-tradition		
Abd.1.1-21	21	inherited	composition	composition.book-of-abdias
Jon.1.1-16	16	inherited	composition	composition.book-of-jonas
Jon.2.1-11	11	inherited	composition	composition.book-of-jonas
Jon.3.1-10	10	inherited	composition	composition.book-of-jonas
Jon.4.1-11	11	inherited	composition	composition.book-of-jonas
Mich.1.1-16	16	inherited	composition	composition.book-of-micheas.chapters-1-3
Mich.2.1-13	13	inherited	composition	composition.book-of-micheas.chapters-1-3
Mich.3.1-12	12	inherited	composition	composition.book-of-micheas.chapters-1-3
Mich.4.1-13	13	dated	prophecy-given	israel.divided-kingdom.fall-of-samaria
Mich.5.1	1	dated	prophecy-given	israel.divided-kingdom.fall-of-samaria
Mich.5.2	1	dated	prophecy-given,prophetic-referent	israel.divided-kingdom.fall-of-samaria,life-of-christ.nativity
Mich.5.3-14	12	dated	prophecy-given	israel.divided-kingdom.fall-of-samaria
Mich.6.1-16	16	research-pending		
Mich.7.1-20	20	research-pending		
Nah.1.1-15	15	research-pending		
Nah.2.1-13	13	inherited	composition	composition.book-of-nahum.chapters-2-3
Nah.3.1-19	19	inherited	composition	composition.book-of-nahum.chapters-2-3
Hab.1.1-17	17	inherited	composition	composition.book-of-habacuc
Hab.2.1-20	20	inherited	composition	composition.book-of-habacuc
Hab.3.1-19	19	inherited	composition	composition.book-of-habacuc
Soph.1.1-18	18	inherited	composition	composition.book-of-sophonias
Soph.2.1-15	15	inherited	composition	composition.book-of-sophonias
Soph.3.1-20	20	inherited	composition	composition.book-of-sophonias
Agg.1.1-14	14	inherited	composition	composition.book-of-aggeus
Agg.2.1-24	24	inherited	composition	composition.book-of-aggeus
Zach.1.1-21	21	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.2.1-13	13	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.3.1-10	10	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.4.1-14	14	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.5.1-11	11	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.6.1-15	15	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.7.1-14	14	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.8.1-23	23	dated	composition,prophecy-given	composition.book-of-zacharias,israel.restoration.temple-work-resumed
Zach.9.1-17	17	inherited	composition	composition.book-of-zacharias
Zach.10.1-12	12	inherited	composition	composition.book-of-zacharias
Zach.11.1-17	17	inherited	composition	composition.book-of-zacharias
Zach.12.1-14	14	inherited	composition	composition.book-of-zacharias
Zach.13.1-9	9	inherited	composition	composition.book-of-zacharias
Zach.14.1-21	21	inherited	composition	composition.book-of-zacharias
Mal.1.1-14	14	inherited	composition	composition.book-of-malachias
Mal.2.1-17	17	inherited	composition	composition.book-of-malachias
Mal.3.1-18	18	inherited	composition	composition.book-of-malachias
Mal.4.1-6	6	inherited	composition	composition.book-of-malachias
1Mach.1.1-10	10	inherited	composition	composition.first-book-of-machabees
1Mach.1.11	1	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.antiochus-accession
1Mach.1.12-20	9	inherited	composition	composition.first-book-of-machabees
1Mach.1.21-25	5	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.temple-plundered
1Mach.1.26-56	31	inherited	composition	composition.first-book-of-machabees
1Mach.1.57-62	6	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.abomination-of-desolation
1Mach.1.63-67	5	inherited	composition	composition.first-book-of-machabees
1Mach.2.1-48	48	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.rising-under-mathathias
1Mach.2.49-68	20	inherited	composition	composition.first-book-of-machabees
1Mach.2.69-70	2	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.mathathias-death
1Mach.3.1-60	60	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.4.1-35	35	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.4.36-58	23	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership,israel.maccabees.temple-rededication
1Mach.4.59	1	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.feast-of-dedication,israel.maccabees.judas-leadership
1Mach.4.60-61	2	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.5.1-68	68	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.6.1-63	63	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.7.1-50	50	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.8.1-32	32	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.9.1-22	22	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.judas-leadership
1Mach.9.23-73	51	inherited	composition	composition.first-book-of-machabees
1Mach.10.1-89	89	inherited	composition	composition.first-book-of-machabees
1Mach.11.1-74	74	inherited	composition	composition.first-book-of-machabees
1Mach.12.1-54	54	inherited	composition	composition.first-book-of-machabees
1Mach.13.1-54	54	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.simon-rule
1Mach.14.1-49	49	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.simon-rule
1Mach.15.1-41	41	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.simon-rule
1Mach.16.1-17	17	dated	composition,narrated-event	composition.first-book-of-machabees,israel.maccabees.simon-rule
1Mach.16.18-24	7	inherited	composition	composition.first-book-of-machabees
2Mach.1.1-36	36	inherited	composition	composition.second-book-of-machabees
2Mach.2.1-33	33	inherited	composition	composition.second-book-of-machabees
2Mach.3.1-40	40	inherited	composition	composition.second-book-of-machabees
2Mach.4.1-50	50	inherited	composition	composition.second-book-of-machabees
2Mach.5.1-14	14	inherited	composition	composition.second-book-of-machabees
2Mach.5.15-21	7	dated	composition,narrated-event	composition.second-book-of-machabees,israel.maccabees.temple-plundered
2Mach.5.22-27	6	inherited	composition	composition.second-book-of-machabees
2Mach.6.1-31	31	inherited	composition	composition.second-book-of-machabees
2Mach.7.1-42	42	inherited	composition	composition.second-book-of-machabees
2Mach.8.1-36	36	inherited	composition	composition.second-book-of-machabees
2Mach.9.1-29	29	inherited	composition	composition.second-book-of-machabees
2Mach.10.1-5	5	dated	composition,narrated-event	composition.second-book-of-machabees,israel.maccabees.temple-rededication
2Mach.10.6-8	3	dated	composition,narrated-event	composition.second-book-of-machabees,israel.maccabees.feast-of-dedication
2Mach.10.9-38	30	inherited	composition	composition.second-book-of-machabees
2Mach.11.1-38	38	inherited	composition	composition.second-book-of-machabees
2Mach.12.1-46	46	inherited	composition	composition.second-book-of-machabees
2Mach.13.1-26	26	inherited	composition	composition.second-book-of-machabees
2Mach.14.1-46	46	inherited	composition	composition.second-book-of-machabees
2Mach.15.1-40	40	inherited	composition	composition.second-book-of-machabees
Matt.1.1-17	17	inherited	composition	composition.gospel-of-matthew
Matt.1.18-25	8	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.nativity
Matt.2.1-12	12	inherited	composition	composition.gospel-of-matthew
Matt.2.13-15	3	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.flight-into-egypt
Matt.2.16-18	3	inherited	composition	composition.gospel-of-matthew
Matt.2.19-20	2	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.death-of-herod
Matt.2.21-23	3	inherited	composition	composition.gospel-of-matthew
Matt.3.1-12	12	inherited	composition	composition.gospel-of-matthew
Matt.3.13-17	5	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.baptism
Matt.4.1-25	25	inherited	composition	composition.gospel-of-matthew
Matt.5.1-48	48	inherited	composition	composition.gospel-of-matthew
Matt.6.1-34	34	inherited	composition	composition.gospel-of-matthew
Matt.7.1-29	29	inherited	composition	composition.gospel-of-matthew
Matt.8.1-34	34	inherited	composition	composition.gospel-of-matthew
Matt.9.1-38	38	inherited	composition	composition.gospel-of-matthew
Matt.10.1-42	42	inherited	composition	composition.gospel-of-matthew
Matt.11.1-30	30	inherited	composition	composition.gospel-of-matthew
Matt.12.1-50	50	inherited	composition	composition.gospel-of-matthew
Matt.13.1-58	58	inherited	composition	composition.gospel-of-matthew
Matt.14.1-36	36	inherited	composition	composition.gospel-of-matthew
Matt.15.1-39	39	inherited	composition	composition.gospel-of-matthew
Matt.16.1-28	28	inherited	composition	composition.gospel-of-matthew
Matt.17.1-26	26	inherited	composition	composition.gospel-of-matthew
Matt.18.1-35	35	inherited	composition	composition.gospel-of-matthew
Matt.19.1-30	30	inherited	composition	composition.gospel-of-matthew
Matt.20.1-34	34	inherited	composition	composition.gospel-of-matthew
Matt.21.1-46	46	inherited	composition	composition.gospel-of-matthew
Matt.22.1-46	46	inherited	composition	composition.gospel-of-matthew
Matt.23.1-39	39	inherited	composition	composition.gospel-of-matthew
Matt.24.1-51	51	inherited	composition	composition.gospel-of-matthew
Matt.25.1-46	46	inherited	composition	composition.gospel-of-matthew
Matt.26.1-19	19	inherited	composition	composition.gospel-of-matthew
Matt.26.20-29	10	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.last-supper
Matt.26.30-75	46	inherited	composition	composition.gospel-of-matthew
Matt.27.1-32	32	inherited	composition	composition.gospel-of-matthew
Matt.27.33-54	22	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.crucifixion
Matt.27.55-66	12	inherited	composition	composition.gospel-of-matthew
Matt.28.1-10	10	dated	composition,narrated-event	composition.gospel-of-matthew,life-of-christ.resurrection
Matt.28.11-20	10	inherited	composition	composition.gospel-of-matthew
Mark.1.1-8	8	inherited	composition	composition.gospel-of-mark
Mark.1.9-11	3	dated	composition,narrated-event	composition.gospel-of-mark,life-of-christ.baptism
Mark.1.12-45	34	inherited	composition	composition.gospel-of-mark
Mark.2.1-28	28	inherited	composition	composition.gospel-of-mark
Mark.3.1-35	35	inherited	composition	composition.gospel-of-mark
Mark.4.1-40	40	inherited	composition	composition.gospel-of-mark
Mark.5.1-43	43	inherited	composition	composition.gospel-of-mark
Mark.6.1-56	56	inherited	composition	composition.gospel-of-mark
Mark.7.1-37	37	inherited	composition	composition.gospel-of-mark
Mark.8.1-39	39	inherited	composition	composition.gospel-of-mark
Mark.9.1-49	49	inherited	composition	composition.gospel-of-mark
Mark.10.1-52	52	inherited	composition	composition.gospel-of-mark
Mark.11.1-33	33	inherited	composition	composition.gospel-of-mark
Mark.12.1-44	44	inherited	composition	composition.gospel-of-mark
Mark.13.1-37	37	inherited	composition	composition.gospel-of-mark
Mark.14.1-16	16	inherited	composition	composition.gospel-of-mark
Mark.14.17-25	9	dated	composition,narrated-event	composition.gospel-of-mark,life-of-christ.last-supper
Mark.14.26-72	47	inherited	composition	composition.gospel-of-mark
Mark.15.1-21	21	inherited	composition	composition.gospel-of-mark
Mark.15.22-39	18	dated	composition,narrated-event	composition.gospel-of-mark,life-of-christ.crucifixion
Mark.15.40-47	8	inherited	composition	composition.gospel-of-mark
Mark.16.1-11	11	dated	composition,narrated-event	composition.gospel-of-mark,life-of-christ.resurrection
Mark.16.12-18	7	inherited	composition	composition.gospel-of-mark
Mark.16.19	1	dated	composition,narrated-event	composition.gospel-of-mark,life-of-christ.ascension
Mark.16.20	1	inherited	composition	composition.gospel-of-mark
Luke.1.1-80	80	inherited	composition	composition.gospel-of-luke
Luke.2.1-20	20	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.nativity
Luke.2.21	1	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.circumcision
Luke.2.22-38	17	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.presentation
Luke.2.39-40	2	inherited	composition	composition.gospel-of-luke
Luke.2.41-51	11	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.finding-in-the-temple
Luke.2.52	1	inherited	composition	composition.gospel-of-luke
Luke.3.1-20	20	inherited	composition	composition.gospel-of-luke
Luke.3.21-22	2	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.baptism
Luke.3.23-38	16	inherited	composition	composition.gospel-of-luke
Luke.4.1-44	44	inherited	composition	composition.gospel-of-luke
Luke.5.1-39	39	inherited	composition	composition.gospel-of-luke
Luke.6.1-49	49	inherited	composition	composition.gospel-of-luke
Luke.7.1-50	50	inherited	composition	composition.gospel-of-luke
Luke.8.1-56	56	inherited	composition	composition.gospel-of-luke
Luke.9.1-62	62	inherited	composition	composition.gospel-of-luke
Luke.10.1-42	42	inherited	composition	composition.gospel-of-luke
Luke.11.1-54	54	inherited	composition	composition.gospel-of-luke
Luke.12.1-59	59	inherited	composition	composition.gospel-of-luke
Luke.13.1-35	35	inherited	composition	composition.gospel-of-luke
Luke.14.1-35	35	inherited	composition	composition.gospel-of-luke
Luke.15.1-32	32	inherited	composition	composition.gospel-of-luke
Luke.16.1-31	31	inherited	composition	composition.gospel-of-luke
Luke.17.1-37	37	inherited	composition	composition.gospel-of-luke
Luke.18.1-43	43	inherited	composition	composition.gospel-of-luke
Luke.19.1-48	48	inherited	composition	composition.gospel-of-luke
Luke.20.1-47	47	inherited	composition	composition.gospel-of-luke
Luke.21.1-38	38	inherited	composition	composition.gospel-of-luke
Luke.22.1-13	13	inherited	composition	composition.gospel-of-luke
Luke.22.14-38	25	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.last-supper
Luke.22.39-71	33	inherited	composition	composition.gospel-of-luke
Luke.23.1-32	32	inherited	composition	composition.gospel-of-luke
Luke.23.33-47	15	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.crucifixion
Luke.23.48-56	9	inherited	composition	composition.gospel-of-luke
Luke.24.1-12	12	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.resurrection
Luke.24.13-49	37	inherited	composition	composition.gospel-of-luke
Luke.24.50-53	4	dated	composition,narrated-event	composition.gospel-of-luke,life-of-christ.ascension
John.1.1-51	51	inherited	composition	composition.gospel-of-john
John.2.1-25	25	inherited	composition	composition.gospel-of-john
John.3.1-36	36	inherited	composition	composition.gospel-of-john
John.4.1-54	54	inherited	composition	composition.gospel-of-john
John.5.1-47	47	inherited	composition	composition.gospel-of-john
John.6.1-72	72	inherited	composition	composition.gospel-of-john
John.7.1-53	53	inherited	composition	composition.gospel-of-john
John.8.1-59	59	inherited	composition	composition.gospel-of-john
John.9.1-41	41	inherited	composition	composition.gospel-of-john
John.10.1-42	42	inherited	composition	composition.gospel-of-john
John.11.1-56	56	inherited	composition	composition.gospel-of-john
John.12.1-50	50	inherited	composition	composition.gospel-of-john
John.13.1-38	38	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.last-supper
