# Post-audit correction ledger for the cold audit of corpus 2330d63a5.
# One row per standing audit finding; every one of the 104 appears exactly once.
# Dispositions: fixed | withdrawn-after-new-evidence | blocked-source | maintainer-disposition
finding_id	claim_id	severity	audit_result	correction_disposition	source_record	source_locus	changed_claim_or_scope	changed_files	correction_summary	test_or_check	re_review_required	notes
S6-009	unit:composition.book-of-daniel#0	major	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04621b-2a74931e	Gigot, "Book of Daniel", CE vol. 4 (1908), sections "Authorship and date of composition" (retained line 46) and "Deutero-canonical portions" (retained lines 95-103)	unit:composition.book-of-daniel#0 (interval, label, basis, note); new units composition.book-of-daniel.prayer-of-azarias and composition.book-of-daniel.susanna-and-bel	src/sources/chronology/composition.yaml	The preferred composition interval becomes the article's own 570-536 B.C. with its own words in the label; 586-536 B.C. stays in the note as what it is, the article's gloss on "the Exile" in the question it poses. Two narrower units are authored over the three deuterocanonical portions, which the whole-book scope was reaching with a date the same article denies of them.	A test is warranted: Dan.1.1 must answer 570-536 B.C.; Dan.3.30, Dan.13.5 and Dan.14.5 must answer the deuterocanonical units' relative claim and not "during the Exile"	yes	SCOPE IS HANDLED BY NARROWER UNITS rather than by narrowing the whole-book scope, because a scope cannot exclude a hole and because narrowest-wins is the corpus's own rule. Width checked against the loader: whole-book Dan is width 0, susanna-and-bel is width 1 (both its spans name whole chapters), prayer-of-azarias is width 2, and their span keys are all distinct, so there is no equal-width ambiguity and no load error. Dan 3:24 and 3:90 were read in the tracked Douay and are the fragment's real bounds. Susanna and Bel are ONE unit because the article makes one statement about them, "the last two", and SS7 says units come at the size tradition distinguishes. Both deuterocanonical claims are `relative` with no magnitude, anchored on israel.exile.seventy-years; nothing computes from them, and no year is invented where the article prints none. The finding's secondary defect is fixed in the same edit: the note no longer says the article "argues at length against the rival dating" - the article sets the rival case out at length and then declines it - and the article's actual verdict is now quoted.
V-004	coverage.native.greek.EsthGr.15.10	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-005	coverage.native.world-english-catholic.Dan.3.71	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-006	coverage.native.world-english-catholic.Esth.1.1	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-007	coverage.native.world-english-catholic.Esth.3.13	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-008	coverage.native.world-english-catholic.Esth.4.6	major	CHANGES_REQUIRED	withdrawn-after-new-evidence		scripts/_deuterocanon.py _printed('world-english-catholic')	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	These three loci do not exist. Esth 4:6, 9:5 and 9:30 are not printed by the World English Catholic witness — its Esther 4 prints 1-5 and 7-47, its Esther 9 prints 1-4, 6-29 and 31-32 — and appeared in the universe only through the min..max chapter fill the enumeration correction removed. The audit's own V-014 identified them as manufactured; the finding that they lack a chronology status is therefore withdrawn, because there is nothing there to give one to.	TrackedHardCaseTests.test_a_native_universe_is_the_verses_its_witness_prints	yes	Withdrawn on evidence from the tracked witness, not on disagreement with the auditor. The audit reached the same conclusion in V-014 and filed these separately. Commit 9d999c94f.
V-009	coverage.native.world-english-catholic.Esth.5.1	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-010	coverage.native.world-english-catholic.Esth.5.2	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-011	coverage.native.world-english-catholic.Esth.8.13	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
V-012	coverage.native.world-english-catholic.Esth.9.5	major	CHANGES_REQUIRED	withdrawn-after-new-evidence		scripts/_deuterocanon.py _printed('world-english-catholic')	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	These three loci do not exist. Esth 4:6, 9:5 and 9:30 are not printed by the World English Catholic witness — its Esther 4 prints 1-5 and 7-47, its Esther 9 prints 1-4, 6-29 and 31-32 — and appeared in the universe only through the min..max chapter fill the enumeration correction removed. The audit's own V-014 identified them as manufactured; the finding that they lack a chronology status is therefore withdrawn, because there is nothing there to give one to.	TrackedHardCaseTests.test_a_native_universe_is_the_verses_its_witness_prints	yes	Withdrawn on evidence from the tracked witness, not on disagreement with the auditor. The audit reached the same conclusion in V-014 and filed these separately. Commit 9d999c94f.
V-013	coverage.native.world-english-catholic.Esth.9.30	major	CHANGES_REQUIRED	withdrawn-after-new-evidence		scripts/_deuterocanon.py _printed('world-english-catholic')	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	These three loci do not exist. Esth 4:6, 9:5 and 9:30 are not printed by the World English Catholic witness — its Esther 4 prints 1-5 and 7-47, its Esther 9 prints 1-4, 6-29 and 31-32 — and appeared in the universe only through the min..max chapter fill the enumeration correction removed. The audit's own V-014 identified them as manufactured; the finding that they lack a chronology status is therefore withdrawn, because there is nothing there to give one to.	TrackedHardCaseTests.test_a_native_universe_is_the_verses_its_witness_prints	yes	Withdrawn on evidence from the tracked witness, not on disagreement with the auditor. The audit reached the same conclusion in V-014 and filed these separately. Commit 9d999c94f.
V-014	coverage.native.printed_loci-includes-unprinted	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py _system_loci; scripts/_deuterocanon.py _printed	no data changed; declared universe 37 209 -> 37 171	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	_system_loci enumerates the verses a witness prints instead of filling each chapter from its first printed verse to its last, which had invented 38 greek and 37 world-english-catholic verse numbers no witness prints. greek additional 1 391 -> 1 356, world-english-catholic 9 -> 6, universe 37 209 -> 37 171 — the figure _chronology's own docstring and composition.yaml already carried.	TrackedHardCaseTests.test_a_native_universe_is_the_verses_its_witness_prints	yes	Guidance §3.0.1 and §9.3 and PROJECT-WORK.md restated to match. Commits 9d999c94f, 5ea812af8.
V-015	coverage.native.additional_loci-overcounted	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py _system_loci; scripts/_deuterocanon.py _printed	no data changed; declared universe 37 209 -> 37 171	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	_system_loci enumerates the verses a witness prints instead of filling each chapter from its first printed verse to its last, which had invented 38 greek and 37 world-english-catholic verse numbers no witness prints. greek additional 1 391 -> 1 356, world-english-catholic 9 -> 6, universe 37 209 -> 37 171 — the figure _chronology's own docstring and composition.yaml already carried.	TrackedHardCaseTests.test_a_native_universe_is_the_verses_its_witness_prints	yes	Guidance §3.0.1 and §9.3 and PROJECT-WORK.md restated to match. Commits 9d999c94f, 5ea812af8.
V-016	coverage.native.no-authoring-route	major	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology(), _scope; tools/scripture-chronology _render_query	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py, guidance/scripture-chronology.md, PROJECT-WORK.md	A mapping word no longer stands in the chronology axis. A native locus whose mapping refuses now consults gap rows scoped in its own system and otherwise reaches §9's honest default, research-pending. Native scopes are bounded by their own witness rather than by the canon, which had refused every scope naming EsthGr and so left these loci with no route to any status. The CLI keys its exit on whether it got chronology rather than on which kind of nothing it got.	TrackedHardCaseTests.test_no_native_locus_answers_a_mapping_word_to_a_chronology_question	yes	These loci now answer research-pending on the chronology axis beside textually-distinct on the mapping axis. No date was invented to close a gap; §9 says research-pending is the honest default and is not authored. Commit 9d999c94f.
A2-028	event:israel.judges.heli-judgeship#0	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:1Kings.4.18	1 Kings (1 Samuel) 4:18	event:israel.judges.heli-judgeship#0; event:israel.judges.capture-of-the-ark#0 (note only)	src/sources/chronology/events.yaml	The note characterised a reading of 'some Greek copies' while no retrieval of any Greek witness is retained or named in sources, so the claim about that source could not be checked (failure mode 15.1(4)). The sentence is removed from the judgeship note and from the capture-of-the-ark note that cross-refers to it. The duration, the containment (duration.within: israel.judges.period) and the value are untouched; the factual result is unchanged.		yes	OVERLAP: the second edit here and A7-017's edit both sit inside event:israel.judges.capture-of-the-ark#0, but on disjoint text - this one on the tail of the claim's note, A7-017 on the label line below the date block - so they may be applied in either order. If the lead would rather retain the variant than lose it, the alternative is to register and retain a Greek witness (Septuagint/Vaticanus at 1 Kgdms 4:18) under guidance/sources.md and name it in this claim's sources; that is new source registration and outside a correction lane's scope.
A4-005	event:israel.exodus.the-plagues-of-egypt#1	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12143a-0612afa4	Catholic Encyclopedia, "Plagues of Egypt" (vol. 12, New York 1911), second paragraph	event:israel.exodus.the-plagues-of-egypt#1	src/sources/chronology/events.yaml	The bracket the article gives for four of the ten plagues was displayed, beside the title 'The ten plagues of Egypt', as though it dated all ten. The label now carries the article's own scope qualifier, 'the last four'. The statement was already verbatim and the hedge 'must have' already survived; the note already quotes the article's refusal.	Re-run `tools/tpt scripture-chronology query Ex.7.25` and confirm the alternate row now reads 'the last four, between the beginning of March and the first days of April'.	yes	The secondary point in the finding - that the anchor israel.exodus.the-exodus stands at the window's CLOSE rather than its start - is dispositioned under LEAD-010, which edits this claim's note. The two old-strings are disjoint (label line vs note block).
A4-013	event:israel.exile.ezechiel.call#0	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Ezech.1.1; bible:douay-rheims:Ezech.1.2	Ezechiel 1:1-2	event:israel.exile.ezechiel.call#0	src/sources/chronology/events.yaml	The stored statement and label ran Ezech. 1:1 straight into Ezech. 1:2 across twenty-six dropped words with no elision mark, while the basis quotes both verses in full and correctly. An ellipsis is inserted at the splice in both strings, the corpus's own convention elsewhere. No temporal content changes.		yes	Semantics were and remain sound: anchor israel.exile.second-captivity is at the interval's start, the unresolved 'thirtieth year' is carried as printed, and no era is supplied.
A7-017	event:israel.judges.capture-of-the-ark#0	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:1Kings.4.11; bible:douay-rheims:1Kings.4.12; bible:douay-rheims:1Kings.4.18	1 Kings (1 Samuel) 4:11, 4:12, 4:18	event:israel.judges.capture-of-the-ark#0	src/sources/chronology/events.yaml	A consumer saw the anchor's duration - 'he judged Israel forty years' - printed as this event's own date, which the claim's own note has to disclaim ('The forty years are Heli's, not the ark's'). The label now names this event's position instead. The precision, the anchor israel.judges.heli-judgeship and the statement are unchanged, because the text does fix this event at the anchor's end; the forty years already stand correctly as a duration on israel.judges.heli-judgeship.	Re-run `tools/tpt scripture-chronology query 1Kings.4.11`; the narrated-event row for this subject must no longer print 'he judged Israel forty years'.	yes	OVERLAP with A2-028's second edit; see that row's notes. The statement is included in this old-string only to make it unique, and is reproduced unchanged in the new string.
B-039	binding:prophetic-referent:life-of-christ.nativity@Mich.5.2 AND @Mich.5.2-3	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia...newadvent-10278a-0de24478 and ...-734c8637 (two retrievals of "Book of Micheas"); artifact.eusebius.ecclesiastical-history...newadvent-250101-422405e9	Catholic Encyclopedia vol. 10, "Book of Micheas", part two; Eusebius, Church History I.5.2	binding:prophetic-referent:life-of-christ.nativity@Mich.5.2 (deleted); binding:prophetic-referent:life-of-christ.nativity@Mich.5.2-3 (note and sources extended)	src/sources/chronology/bindings.yaml	The narrower duplicate binding (prophetic-referent, life-of-christ.nativity, Mich. 5:2) is deleted and merged into the wider one (Mich. 5:2-3). The merge is not a deletion of evidence: the Eusebius quotation and the Eusebius source record, which only the narrower row carried, are carried into the surviving note and source list.	tools/tpt scripture-chronology query Mich.5.2 — each Nativity claim must now print once, as it already did at Mich.5.3	yes	APPLIED ALREADY — DO NOT RE-APPLY. The lane lead applied this edit from the first draft of this file, and it landed clean; `edits` is empty so that it cannot be applied twice. Reproduced live before editing: `query Mich.5.2` printed four prophetic-referent lines, two pairs of duplicates, where `query Mich.5.3` printed two. I did NOT add the load gate the finding offers as its alternative (refuse a second binding of the same relation and event over an overlapping scope). That is a loader change and the lead's call — but it is worth having, because nothing in the loader saw this and `validate` passed over it.
C-006	binding:superscription-setting Ps.53 -> israel.monarchy.david-in-the-desert-of-maon	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Ps.53.1	Psalm 53:1, tracked Douay	binding:superscription-setting Ps.53 -> israel.monarchy.david-in-the-desert-of-maon (note only)	src/sources/chronology/bindings.yaml	The full stop is restored inside the quotation. The tracked Douay ends Ps 53:1 with a period; the note had a comma there, which reads as the source's punctuation and is not.		yes	APPLIED ALREADY — DO NOT RE-APPLY. The lane lead applied this edit from the first draft of this file, and it landed clean; `edits` is empty so that it cannot be applied twice. Read at source: Ps.53.1 is "Unto the end, in verses, understanding for David." and Ps.53.2 is "When the men of Ziph had come and said to Saul: Is not David hidden with us? [1 Kings 23.19]" — the rest of the quotation, bracket included, is verbatim. The finding's reading of the convention holds: Ps 50:1 and Ps 51:1 really do end in commas in the tracked text, which is why the same " / " join is right there and was a slip here. The substance of the binding is untouched and, on re-reading 1 Kings 23:19-25, remains right.
D-004	unit:composition.book-of-ecclesiasticus.greek#0	minor	CHANGES_REQUIRED	fixed		scripts/_chronology.py chronology()	no data changed	scripts/_chronology.py, tools/scripture-chronology, tools/tests/test_chronology.py	A successful mapping no longer discards native assertions: where a locus both corresponds safely and carries chronology authored in its own system, the query returns both. At greek Ecclus 36:16 the Greek translation's 132 B.C. is now reachable; it was computed and dropped.	TrackedHardCaseTests.test_a_witness_to_a_different_text_may_date_it_where_it_corresponds	yes	Commit 9d999c94f.
D-005	unit:composition.book-of-ecclesiasticus.greek#0	minor	CHANGES_REQUIRED	fixed		tools/scripture-chronology EXAMPLES['query']	no data changed	tools/scripture-chronology	The CLI example note claimed 'exit 1 ... the query refuses'. The command exits 0 and returns the native answer; the note now says so, distinguishes the mapping refusal from the chronology answer, and points at --json where both axes are visible.	tools/tpt scripture-chronology query Ecclus.35.1 --system greek (exits 0)	yes	Verified by running the command. Commit 41e7fe0bb.
E1-006	event:israel.primeval.deluge#0	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04702a-dd9aa535	Deluge, section "Time of the Deluge"	event:israel.primeval.deluge#0	src/sources/chronology/events.yaml	The printed spelling 'Lüken' is restored inside the quoted string; the corpus had transliterated it as 'Lueken' inside quotation marks, which is not verbatim.		yes	Nothing else on the claim changes; Sec. 10.1 handling and the voice test both pass, as the finding says. The article prints 'Lüken' twice - here and in 'According to the ancient traditions (Lüken)' - and this corpus quotes only the first. The replacement introduces a non-ASCII character into events.yaml; the file already carries others (for example 'Lesêtre' in composition.yaml), so this is not a new encoding condition, but the lead should confirm the edit lands as UTF-8.
E2-001	event:israel.monarchy.temple-begun#2	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", section "Birth of Abraham to the Exodus", final paragraph (retained text line 164)	event:israel.monarchy.temple-begun#2	src/sources/chronology/events.yaml	'before rejecting it' is struck from the basis and 'Howlett rejects the figures immediately after printing them' from the note. The article does not reject them there: it computes 1490 B.C. from them, then asks the science question, and only later reaches 958 B.C. of its own on Egyptological grounds.		yes	Date, era, source and the `alternate` disposition are unchanged, and so is the verbatim basis quotation itself - only the repository's characterisation of what Howlett does with the figure moves. Sec. 4.3's 'never alone' condition is still met: the CE artifact is the only source record and Ussher is named as reported. This claim sits eight lines above E2-003's and E2-004's edits in the same event; all three `old` strings are disjoint.
E2-003	event:israel.monarchy.temple-begun#4	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", closing paragraph of "Building of the Temple to its destruction" (retained text line 186); the 958 figure is at line 168	event:israel.monarchy.temple-begun#4	src/sources/chronology/events.yaml	The false internal citation 'four paragraphs earlier' is replaced by the true and checkable location: the 958 B.C. figure closes the article's PRECEDING section, 'The Exodus to the building of Solomon's Temple'. The count is dropped rather than corrected, since the retained text's paragraphing is what a checker would count and it gives eight, not four.		yes	Counted in the retained text: the 958 figure closes the paragraph at line 168 and 'about 969' closes the paragraph at line 186, with a section heading at 176 and paragraphs at 178, 180, 182, 184, 186 between them - eight paragraph steps, not four. Naming the section instead of a count is what the finding's second option asks for and is stable against re-extraction. I also carried in the auditor's semantic observation, that Howlett writes 'built' where this event is 'begun', since the finding raises it and the note is the only place a consumer would see it; date, precision, voice and disposition are unchanged. E2-004 corrects the mirror-image citation on the 958 claim's own note.
E2-004	event:israel.monarchy.temple-begun#5	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", closing sentence of "The Exodus to the building of Solomon's Temple" (retained text line 168)	event:israel.monarchy.temple-begun#5	src/sources/chronology/events.yaml	'four sections later' is corrected to 'in the next section'. The 958 closes 'The Exodus to the building of Solomon's Temple'; the 'about 969' closes the section immediately following it, 'Building of the Temple to its destruction'. The article has only two further sections after that one.		yes	The disclosure the finding says makes this claim admissible - 'Howlett's own reconstruction, not the traditional figure' - is deliberately kept word for word and NOT weakened. This is the only place in the corpus where a modern-critical figure remains admissible after this package, and it is admissible exactly because it is `alternate` beneath a preferred rank-1 claim with the boundary stated: the contrast with event:israel.exodus.the-exodus#1 (removed under E1-009) and israel.monarchy.saul-accession#0 (escalated under E1-016) is that neither of those stood beneath a preferred traditional claim.
E2-006	event:israel.exile.first-captivity#0	minor	CHANGES_REQUIRED	fixed	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1, commentary note, artifact PDF page 776 (printed p. 740)	event:israel.exile.first-captivity#0	src/sources/chronology/events.yaml	The quotation marks around 'explicitly attributed to Usher' are removed - that string is this repository's own passage-record prose, not the page's - and replaced by the page's own sentence, whose attribution is the siglum 'Usher.' standing after the three figures. Date, era, source and the `alternate` disposition are unchanged.		yes	The finding asked only for the quotation marks. I have taken its second option - give the page's own evidence of the attribution - because the same sentence is now quoted verbatim on the second and third captivities too (E2-007, E2-008) and three claims quoting one sentence three different ways is how this defect arose. The second edit adds the OCR disclosure to the note, in the same words used on the other two claims: the retained OCR reads 'A.M:' and '8405', and the passage record, which was read from the page image, is the authority for the figures. Note the trailing quotation mark in the new basis is escaped by YAML's double-quoted-scalar rules being irrelevant here - the block is a folded scalar, so the closing quote is literal text; the lead should eyeball that line after applying.
E2-008	event:israel.exile.third-captivity#0	minor	CHANGES_REQUIRED	fixed	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1, commentary note, artifact PDF page 776 (printed p. 740)	event:israel.exile.third-captivity#0	src/sources/chronology/events.yaml	Quotation corrected only. The basis had quoted 'the last, when Jerusalem was destroyed and Sedecias was taken, as A.M. 3416'; the page reads 'the last, when the city was destroyed and Sedecias was taken, 3416'. The demotion the finding's title suggests is deliberately NOT made.		yes	I confirmed the finding's own narrowing before acting on it: 4 Kings 25:2 and 25:8 are already authored as preferred rank-1 claims on israel.exile.final-siege and israel.exile.burning-of-the-temple, so Scripture is NOT unconsulted on the third captivity, and re-authoring those verses on the parent event would give one event two dates - the Sec. 6 duplication the brief warns of. The A.M. 3416 claim therefore stays `preferred`, and the four B.C. alternates beside it stay `alternate`, so Sec. 4.4 is unchanged and still satisfied on this subject. This is the asymmetry with the SECOND captivity, where no rank-1 claim existed anywhere and LEAD-013 authors one.
E2-012	unit:composition.gospel-of-matthew#0	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	Durand, "The New Testament", the paragraph on the dates of the four Gospels (retained text line 51)	unit:composition.gospel-of-matthew#0	src/sources/chronology/composition.yaml	The sentence quoted in the note is not in Jacquier's "Gospel of St. Matthew" at all - grepping the retained text of 10057a for it returns nothing - and is Durand's, in "The New Testament" (CE vol. 14). The note now attributes it correctly and the vol. 14 artifact is added to the claim's sources.	tools/tpt scripture-chronology validate	yes	I took the finding's second option, attributing rather than dropping, because the caution is a real qualification on 'about A.D. 38-45' being a conversion of 'eight years after the Ascension', and because the record it belongs to is already registered and already used by eight other claims in composition.yaml. Sec. 4.4 unchanged: all six claims on composition.gospel-of-matthew remain `disputed` and none is preferred, which is right, since the article says the ancient writers 'are at variance' and 'In our day opinion is rather divided'.
F-001	gaps.undated-in-tradition.Lev	minor	CHANGES_REQUIRED	fixed	https://www.newadvent.org/cathen/09207a.htm, fetched 2026-08-27 (proposed as artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09207a-e9463bc3)	Catholic Encyclopedia, "Leviticus" (unsigned, vol. 9, 1910), the whole article	gaps.undated-in-tradition.Lev	src/sources/chronology/gaps.yaml	Registers the article the row characterises and corrects the characterisation itself: 09207a is a one-sentence definition of the title, and it does NOT refer the introductory questions to "Pentateuch" - that sentence belongs to the Deuteronomy stub 04761b, which the corpus retains and cites in the Deuteronomy row. The composition negative ("attaches no year, century or expressible period") is left standing, because under §4.3 it is accurate as written.	source-library validation must accept the new artifact record; the chronology loader's source-id gate must then accept the new entry in this row's sources	yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. REGISTRATION REQUIRED BEFORE THIS EDIT LOADS. The proposed record is written out verbatim at .scratch/correction/fix-SILENCE-new-records/src/sources/works/catholic-encyclopedia/volume-9/editions/new-york-1910/artifacts/newadvent-09207a-e9463bc3/artifact.toml. Its fields: id = artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09207a-e9463bc3; edition_id = edition.catholic-encyclopedia.volume-9.new-york-1910 (exists); artifact_type = web-page; media_type = text/html; storage = remote; rights_status = restricted; rights_basis copied verbatim from the sibling New Advent records; source_url = https://www.newadvent.org/cathen/09207a.htm; retrieved = 2026-08-27; sha256 = e9463bc3e2d997b3309c3bfd7ef76bfd34b2ac59006b3e01df44bd99fe1c801c; byte_size = 7568; indexable = false. The hash was computed by fetching, not invented: `curl -sSL` of the URL, `sha256sum` of the exact response bytes. The method is proved against the corpus itself - the same command on 04761b.htm reproduces the registered sha256 babad506d7b39630fdaeeeb56d07e0c56d670f0b83b17a1265330a4976517bb2 and byte_size 9488 exactly. The audit's own second half is DROPPED, as its recommended_action directs and the lane brief confirms: "attaches no year, century or expressible period to the act of writing" is true of the encyclopedia's own act, and a row is not obliged to enumerate what §4.3 makes it refuse. The status itself is untouched; Leviticus stays undated-in-tradition, and all 858 verses still resolve here.
